Temp dt vW method ef wd lg_ef t season4 h_sin h_cos t_sin t_cos dW_sin dW_cos
9.75 11MAR2017:15:00:00 1.62648776 4 1.25000962 E 0.2231512473 3135 2 -0.7071067811865471 -0.7071067811865479 0.7865965660866019 -0.6174672802835517 0.8343635911779491 -0.5512144752422928
8.33333333 11MAR2017:16:00:00 1.36617673 4 1.3499651000000001 E 0.30007874030000004 3136 2 -0.8660254037844384 -0.5000000000000004 0.7865965660866019 -0.6174672802835517 0.6372302378149608 -0.7706734872916601
7.83333333 11MAR2017:17:00:00 0.223288613 4 1.2044214 N 0.18599928570000002 3137 2 -0.9659258262890681 -0.2588190451025215 0.7865965660866019 -0.6174672802835517 0.5504424269282125 0.8348731248743005
6.16666667 11MAR2017:18:00:00 0.20595394399999997 4 1.35313197 N 0.3024218832 3138 2 -1.0 -1.8369701987210297e-16 0.7865965660866019 -0.6174672802835517 0.8676327813581309 0.49720554774937264
5.16666667 11MAR2017:19:00:00 0.525800542 4 0.898908108 E -0.10657446599999999 3139 2 -0.9659258262890684 0.2588190451025203 0.7865965660866019 -0.6174672802835517 0.9959344454481488 -0.09008096563585655
4.83333333 11MAR2017:20:00:00 1.07537867 4 1.06409714 E 0.062126683700000004 3140 2 -0.866025403784439 0.49999999999999933 0.7865965660866019 -0.6174672802835517 0.9696931627992308 -0.24432595036226615
4.08333333 11MAR2017:21:00:00 1.52344563 4 1.28055499 E 0.24729356989999998 3141 2 -0.7071067811865477 0.7071067811865474 0.7865965660866019 -0.6174672802835517 0.9547346892651681 -0.2974586914409173
3.16666667 11MAR2017:22:00:00 1.43797528 4 1.3562319999999999 E 0.3047102663 3142 2 -0.5000000000000004 0.8660254037844384 0.7865965660866019 -0.6174672802835517 0.9654820691145208 -0.2604695264677685
2.75 11MAR2017:23:00:00 2.00052619 4 1.09998714 E 0.09529848880000001 3143 2 -0.25881904510252157 0.9659258262890681 0.7865965660866019 -0.6174672802835517 0.9355867182968621 -0.3530970016107583
1.91666667 12MAR2017:00:00:00 1.41393866 4 0.91943646 E -0.08399434 3144 2 0.0 1.0 0.7758587728069828 -0.6309066211876704 0.9646560366584181 -0.2635122975090018
1.5 12MAR2017:01:00:00 0.541180978 4 0.7927863909999999 E -0.232201462 3145 2 0.25881904510252074 0.9659258262890683 0.7758587728069828 -0.6309066211876704 0.9908237032091995 0.13516060505490493
1.83333333 12MAR2017:02:00:00 0.690233729 4 0.7363418820000001 E -0.306060755 3146 2 0.49999999999999994 0.8660254037844387 0.7758587728069828 -0.6309066211876704 0.9945813792714411 -0.10396095424012754
1.58333333 12MAR2017:03:00:00 1.08153916 4 0.6551159320000001 E -0.422943064 3147 2 0.7071067811865475 0.7071067811865476 0.7758587728069828 -0.6309066211876704 0.9647909458475504 -0.26301792868659934
2.08333333 12MAR2017:04:00:00 1.18046644 4 0.663243493 E -0.41061309700000004 3148 2 0.8660254037844386 0.5000000000000001 0.7758587728069828 -0.6309066211876704 0.9151301863311967 -0.40315845776248965
