Temp	date	dt	vW	dW	method	ef	aer	wd	lg_aer	lg_ef	season1	season2	season3	h	t	season4
1	26JAN2017	26JAN2017:03:00:00	2.16408392	131.070355	1	0.73520858	786.37484615	E	6.6674335823	-0.307601038	W	W	W	3	2067	3
1	26JAN2017	26JAN2017:03:00:00	2.16408392	131.070355	4	0.689756802	1027.5941308	E	6.9349755536	-0.371416204	W	W	W	3	2067	3
1	26JAN2017	26JAN2017:04:00:00	2.25370906	129.266742	1	0.87555787	1352.7101462	E	7.2098653747	-0.13289403	W	W	W	4	2068	3
1	26JAN2017	26JAN2017:04:00:00	2.25370906	129.266742	4	0.58451296	1250.3833615	E	7.1312054725	-0.536976326	W	W	W	4	2068	3
1	26JAN2017	26JAN2017:17:00:00	1.81832585	125.875873	1	0.77341696	827242.30769	E	13.625852927	-0.256936971	W	W	W	17	2081	3
1	26JAN2017	26JAN2017:17:00:00	1.81832585	125.875873	4	0.673644847	1195.7676077	E	7.0865436077	-0.39505224	W	W	W	17	2081	3
1	28JAN2017	28JAN2017:10:00:00	2.68204873	137.691365	1	0.56766056	1973.2909692	E	7.5874579707	-0.566231645	W	W	W	10	2122	3
1	28JAN2017	28JAN2017:10:00:00	2.68204873	137.691365	4	0.518335122	2702.7402154	E	7.9020214319	-0.657133292	W	W	W	10	2122	3
1	29JAN2017	29JAN2017:06:00:00	1.50433524	157.774918	1	0.40032964	927.74559231	S	6.832757549	-0.915466971	W	W	W	6	2142	3
1	29JAN2017	29JAN2017:06:00:00	1.50433524	157.774918	4	0.138696885	1285.6946769	S	7.1590544559	-1.97546441	W	W	W	6	2142	3
1	30JAN2017	30JAN2017:17:00:00	1.08010746	110.648487	1	0.65829568	1144.1775462	E	7.0424413576	-0.418101087	W	W	W	17	2177	3
1	30JAN2017	30JAN2017:17:00:00	1.08010746	110.648487	4	0.902263405	1672.7632462	E	7.4222321764	-0.102848778	W	W	W	17	2177	3
1	30JAN2017	30JAN2017:18:00:00	0.973390994	110.272822	1	0.72046141	1431.1168154	E	7.2662104082	-0.327863425	W	W	W	18	2178	3
1	30JAN2017	30JAN2017:18:00:00	0.973390994	110.272822	4	0.916389893	2123.6915462	E	7.6609111487	-0.087313357	W	W	W	18	2178	3
1	30JAN2017	30JAN2017:19:00:00	1.08494258	108.279444	1	0.72202036	2007.8988923	E	7.6048441271	-0.325701941	W	W	W	19	2179	3
1	30JAN2017	30JAN2017:19:00:00	1.08494258	108.279444	4	0.68142066	1960.3379538	E	7.5808721628	-0.383575454	W	W	W	19	2179	3
1	30JAN2017	30JAN2017:20:00:00	1.30145201	108.339483	1	0.67839828	1572.1569154	E	7.360203787	-0.38802073	W	W	W	20	2180	3
1	30JAN2017	30JAN2017:20:00:00	1.30145201	108.339483	4	0.596272757	1842.4463538	E	7.5188495077	-0.517057071	W	W	W	20	2180	3
1	30JAN2017	30JAN2017:21:00:00	1.10713146	112.180316	1	0.97098412	1928.7524385	E	7.5646286679	-0.029445165	W	W	W	21	2181	3
1	30JAN2017	30JAN2017:21:00:00	1.10713146	112.180316	4	0.665394541	1632.7284692	E	7.3980078019	-0.40737512	W	W	W	21	2181	3
1	30JAN2017	30JAN2017:22:00:00	1.01952135	111.25591	1	1.02968701	2863.5029077	E	7.9598009473	0.0292548823	W	W	W	22	2182	3
1	30JAN2017	30JAN2017:22:00:00	1.01952135	111.25591	4	0.807709977	2246.1969923	E	7.7169938395	-0.213552224	W	W	W	22	2182	3
1	31JAN2017	31JAN2017:02:00:00	0.466203851	113.758614	1	0.67388115	3123.3773462	E	8.0466701781	-0.394701519	W	W	W	2	2186	3
1	31JAN2017	31JAN2017:02:00:00	0.466203851	113.758614	4	0.535756447	2793.5797385	E	7.9350791128	-0.624075611	W	W	W	2	2186	3
1	31JAN2017	31JAN2017:03:00:00	0.51479958	114.367673	1	0.32423504	2254.1995077	E	7.7205502034	-1.126286594	W	W	W	3	2187	3
1	31JAN2017	31JAN2017:03:00:00	0.51479958	114.367673	4	0.3914545	2177.2268462	E	7.6858072571	-0.93788599	W	W	W	3	2187	3
1	31JAN2017	31JAN2017:04:00:00	0.330326664	116.224482	1	0.65815463	3050.4863769	E	8.0230563247	-0.418315375	W	W	W	4	2188	3
1	31JAN2017	31JAN2017:04:00:00	0.330326664	116.224482	4	0.415086164	1923.8862923	E	7.5621025298	-0.879269156	W	W	W	4	2188	3
1	31JAN2017	31JAN2017:05:00:00	0.237034746	108.655436	1	0.66860361	2324.1873231	E	7.7511257185	-0.402563906	W	W	W	5	2189	3
1	31JAN2017	31JAN2017:05:00:00	0.237034746	108.655436	4	0.541291788	1806.3632077	E	7.4990708254	-0.613796796	W	W	W	5	2189	3
1	31JAN2017	31JAN2017:07:00:00	0.381566784	117.910105	1	0.44913811	1561.2854846	E	7.3532647895	-0.800424844	W	W	W	7	2191	3
1	31JAN2017	31JAN2017:07:00:00	0.381566784	117.910105	4	0.411621876	1807.4175538	E	7.4996543396	-0.887650128	W	W	W	7	2191	3
1	01FEB2017	01FEB2017:04:00:00	1.91590927	139.226912	1	0.63669982	1106.6419923	E	7.0090854769	-0.451456975	W	W	W	4	2212	3
1	01FEB2017	01FEB2017:04:00:00	1.91590927	139.226912	4	0.538803494	1605.4102154	E	7.3811345888	-0.61840435	W	W	W	4	2212	3
1	01FEB2017	01FEB2017:15:00:00	4.16243288	140.05159	1	1.11700844	1194.7457692	E	7.0856886963	0.110654076	W	W	W	15	2223	3
1	01FEB2017	01FEB2017:15:00:00	4.16243288	140.05159	4	0.831454991	1981.9119154	E	7.5918172716	-0.184578112	W	W	W	15	2223	3
1	01FEB2017	01FEB2017:21:00:00	4.5557644	142.195011	1	0.78698149	911.89675385	E	6.8155267752	-0.239550551	W	W	W	21	2229	3
1	01FEB2017	01FEB2017:21:00:00	4.5557644	142.195011	4	0.568576078	1581.1787769	E	7.3659259092	-0.564620152	W	W	W	21	2229	3
1	03FEB2017	03FEB2017:03:00:00	4.22520488	126.198793	1	0.70331344	889.03453077	E	6.790136077	-0.351952626	W	W	W	3	2259	3
1	03FEB2017	03FEB2017:03:00:00	4.22520488	126.198793	4	0.421705155	1213.1781	E	7.1009987242	-0.863448894	W	W	W	3	2259	3
1	03FEB2017	03FEB2017:04:00:00	2.74559669	107.380477	1	0.61942395	717.74329846	E	6.5761119821	-0.478965346	W	W	W	4	2260	3
1	03FEB2017	03FEB2017:04:00:00	2.74559669	107.380477	4	0.458822342	1234.7996923	E	7.1186640434	-0.779092198	W	W	W	4	2260	3
1	03FEB2017	03FEB2017:05:00:00	4.2461239	126.977018	1	0.86903311	929.51279231	E	6.8346605696	-0.140374053	W	W	W	5	2261	3
1	03FEB2017	03FEB2017:05:00:00	4.2461239	126.977018	4	0.580689715	1424.8818846	E	7.2618442013	-0.543538718	W	W	W	5	2261	3
1	03FEB2017	03FEB2017:06:00:00	6.9345251	135.534577	1	0.68419525	1189.1933385	E	7.0810304894	-0.379511949	W	W	W	6	2262	3
1	03FEB2017	03FEB2017:06:00:00	6.9345251	135.534577	4	0.463727855	1758.5477	E	7.4722435769	-0.768457418	W	W	W	6	2262	3
1	03FEB2017	03FEB2017:07:00:00	3.59294109	116.315794	1	0.97517204	1129.9582462	E	7.0299359607	-0.025141372	W	W	W	7	2263	3
1	03FEB2017	03FEB2017:07:00:00	3.59294109	116.315794	4	0.686710556	1736.0947846	E	7.4593934932	-0.375842391	W	W	W	7	2263	3
1	06FEB2017	06FEB2017:06:00:00	0.355267011	113.326437	1	0.98110414	1364.1983154	E	7.2183222203	-0.019076668	W	W	W	6	2334	3
1	06FEB2017	06FEB2017:06:00:00	0.355267011	113.326437	4	0.725505871	1476.2867538	E	7.297285264	-0.320886114	W	W	W	6	2334	3
1	12FEB2017	12FEB2017:21:00:00	0.470844269	96.8258277	1	1.11260396	418.12032077	E	6.0357692398	0.1067031779	W	W	W	21	2493	3
1	12FEB2017	12FEB2017:21:00:00	0.470844269	96.8258277	4	0.908820082	465.16171154	E	6.1423851119	-0.095608134	W	W	W	21	2493	3
1.08333333	09NOV2016	09NOV2016:03:00:00	2.11323167	208.897878	1	0.6987791	2429.0827923	S	7.7952690134	-0.35842061	W	T	T	3	195	2
1.08333333	09NOV2016	09NOV2016:03:00:00	2.11323167	208.897878	4	0.3365847	3510.0882231	S	8.1633964509	-1.088905453	W	T	T	3	195	2
1.08333333	09NOV2016	09NOV2016:05:00:00	1.50763093	194.38293	1	1.22050099	2424.3900615	S	7.7933352507	0.199261422	W	T	T	5	197	2
1.08333333	09NOV2016	09NOV2016:05:00:00	1.50763093	194.38293	4	0.490243076	2921.4407462	S	7.9798321798	-0.712853937	W	T	T	5	197	2
1.08333333	10NOV2016	10NOV2016:01:00:00	0.244209246	97.6415168	1	0.76463476	1518.8622769	E	7.3257168315	-0.268356997	W	T	T	1	217	2
1.08333333	10NOV2016	10NOV2016:01:00:00	0.244209246	97.6415168	4	0.764977902	1450.4737154	E	7.2796454823	-0.267908332	W	T	T	1	217	2
1.08333333	11NOV2016	11NOV2016:05:00:00	0.154488584	21.3119918	1	0.72799092	632.65709154	N	6.4499285558	-0.317466703	W	T	T	5	245	2
1.08333333	11NOV2016	11NOV2016:05:00:00	0.154488584	21.3119918	4	0.757999895	929.98058462	N	6.8351637092	-0.277072032	W	T	T	5	245	2
1.08333333	28NOV2016	28NOV2016:23:00:00	1.68764257	242.14066	1	1.6670885	406.67380538	W	6.0080114031	0.5110786917	W	T	T	23	671	2
1.08333333	28NOV2016	28NOV2016:23:00:00	1.68764257	242.14066	4	1.25644626	518.92691769	W	6.2517630596	0.2282873075	W	T	T	23	671	2
1.08333333	16DEC2016	16DEC2016:08:00:00	2.64869662	134.585368	1	1.56507657	1036.2837615	E	6.9433962864	0.4479347493	W	T	W	8	1088	2
1.08333333	16DEC2016	16DEC2016:08:00:00	2.64869662	134.585368	4	0.963175458	1461.0206923	E	7.2868905748	-0.037519684	W	T	W	8	1088	2
1.08333333	16DEC2016	16DEC2016:20:00:00	0.311782278	227.333936	1	1.48133881	895.5482	S	6.7974360447	0.3929462802	W	T	W	20	1100	2
1.08333333	16DEC2016	16DEC2016:20:00:00	0.311782278	227.333936	4	1.25704785	728.28768462	S	6.5906961413	0.2287659957	W	T	W	20	1100	2
1.08333333	16DEC2016	16DEC2016:21:00:00	1.09973617	238.898944	1	1.11138279	532.87834231	S	6.2782931473	0.1056049968	W	T	W	21	1101	2
1.08333333	16DEC2016	16DEC2016:21:00:00	1.09973617	238.898944	4	1.04811478	553.43345462	S	6.3161415184	0.0469931028	W	T	W	21	1101	2
1.08333333	16DEC2016	16DEC2016:23:00:00	0.9704574	302.592652	1	1.465757	1455.7819846	W	7.2832984817	0.3823718326	W	T	W	23	1103	2
1.08333333	16DEC2016	16DEC2016:23:00:00	0.9704574	302.592652	4	0.937745311	1043.1272385	W	6.9499784403	-0.06427689	W	T	W	23	1103	2
1.08333333	20DEC2016	20DEC2016:16:00:00	3.68690357	126.676353	1	1.53998309	1338.3150692	E	7.1991666907	0.4317714358	W	T	W	16	1192	2
1.08333333	20DEC2016	20DEC2016:16:00:00	3.68690357	126.676353	4	1.27647226	2129.8794692	E	7.6638206699	0.2441002262	W	T	W	16	1192	2
1.08333333	09JAN2017	09JAN2017:15:00:00	2.52131154	160.368736	1	1.55510083	1271.9558308	S	7.1483110191	0.441540386	W	W	W	15	1671	3
1.08333333	09JAN2017	09JAN2017:15:00:00	2.52131154	160.368736	4	1.1827603	2406.7253385	S	7.7860223218	0.167850944	W	W	W	15	1671	3
1.08333333	11JAN2017	11JAN2017:12:00:00	7.65344322	165.176851	1	0.87185955	6061.4835769	S	8.7097098638	-0.137126935	W	W	W	12	1716	3
1.08333333	11JAN2017	11JAN2017:12:00:00	7.65344322	165.176851	4	0.598252955	3839.3274077	S	8.253052476	-0.513741613	W	W	W	12	1716	3
1.08333333	16JAN2017	16JAN2017:00:00:00	1.04797881	320.774218	1	1.01768031	416.19307846	W	6.0311492835	0.0175258315	W	W	W	0	1824	3
1.08333333	16JAN2017	16JAN2017:00:00:00	1.04797881	320.774218	4	0.799852549	430.51856538	W	6.0649904481	-0.223327882	W	W	W	0	1824	3
1.08333333	22JAN2017	22JAN2017:09:00:00	2.04166603	152.178288	1	0.92935454	1174765.3846	S	13.976579013	-0.073264977	W	W	W	9	1977	3
1.08333333	22JAN2017	22JAN2017:09:00:00	2.04166603	152.178288	4	0.800281043	2567.9279231	S	7.8508545971	-0.222792309	W	W	W	9	1977	3
1.08333333	24JAN2017	24JAN2017:10:00:00	1.56518228	240.583908	1	0.5294092	1840.3223231	S	7.5176960108	-0.635993611	W	W	W	10	2026	3
1.08333333	24JAN2017	24JAN2017:10:00:00	1.56518228	240.583908	4	0.491219855	2561.3538385	S	7.8482912408	-0.710863482	W	W	W	10	2026	3
1.08333333	26JAN2017	26JAN2017:06:00:00	1.44624	149.625631	1	0.81243971	1255.1945231	E	7.135045838	-0.207713571	W	W	W	6	2070	3
1.08333333	26JAN2017	26JAN2017:06:00:00	1.44624	149.625631	4	0.586328024	1397.6108308	E	7.2425195083	-0.533875878	W	W	W	6	2070	3
1.08333333	26JAN2017	26JAN2017:22:00:00	1.63290733	108.424198	1	1.07601415	831.20447692	E	6.7228758259	0.0732636122	W	W	W	22	2086	3
1.08333333	26JAN2017	26JAN2017:22:00:00	1.63290733	108.424198	4	0.841715197	923.98564615	E	6.8286965371	-0.172313568	W	W	W	22	2086	3
1.08333333	29JAN2017	29JAN2017:07:00:00	2.50417035	163.47598	1	0.55303247	961.22055385	S	6.8682038872	-0.592338563	W	W	W	7	2143	3
1.08333333	29JAN2017	29JAN2017:07:00:00	2.50417035	163.47598	4	0.468453693	1260.7199385	S	7.1394382165	-0.758318023	W	W	W	7	2143	3
1.08333333	30JAN2017	30JAN2017:23:00:00	0.460499446	114.367226	1	0.76568211	2129.3198077	E	7.6635578686	-0.266988195	W	W	W	23	2183	3
1.08333333	30JAN2017	30JAN2017:23:00:00	0.460499446	114.367226	4	0.556434633	1657.9436692	E	7.41333336	-0.586205576	W	W	W	23	2183	3
1.08333333	01FEB2017	01FEB2017:09:00:00	2.31306331	132.39884	1	0.84808426	1684.6254846	E	7.4292985538	-0.164775285	W	W	W	9	2217	3
1.08333333	01FEB2017	01FEB2017:09:00:00	2.31306331	132.39884	4	0.752637183	1962.2274231	E	7.5818355473	-0.284171996	W	W	W	9	2217	3
1.08333333	05FEB2017	05FEB2017:06:00:00	0.779676875	107.23171	1	1.29121252	1795.3954846	E	7.4929806023	0.2555817149	W	W	W	6	2310	3
1.08333333	05FEB2017	05FEB2017:06:00:00	0.779676875	107.23171	4	0.742883028	1318.6703077	E	7.1843791652	-0.297216679	W	W	W	6	2310	3
1.08333333	05FEB2017	05FEB2017:23:00:00	0.772516524	111.723293	1	1.11341001	774.08299231	E	6.651679093	0.1074273872	W	W	W	23	2327	3
1.08333333	05FEB2017	05FEB2017:23:00:00	0.772516524	111.723293	4	0.822874541	1107.2752308	E	7.0096575294	-0.194951531	W	W	W	23	2327	3
1.08333333	06FEB2017	06FEB2017:04:00:00	0.095927752	51.0490319	1	0.61407093	948.72080769	N	6.855114559	-0.487644836	W	W	W	4	2332	3
1.08333333	06FEB2017	06FEB2017:04:00:00	0.095927752	51.0490319	4	0.570625573	1442.6166538	N	7.2742138643	-0.561022023	W	W	W	4	2332	3
1.08333333	11FEB2017	11FEB2017:11:00:00	1.64544997	110.869536	1	0.8189375	1138.7100692	E	7.0376513825	-0.199747511	W	W	W	11	2459	3
1.08333333	11FEB2017	11FEB2017:11:00:00	1.64544997	110.869536	4	0.659933274	1223.4920769	E	7.1094644071	-0.415616549	W	W	W	11	2459	3
1.08333333	12FEB2017	12FEB2017:15:00:00	0.335502774	94.9630665	1	0.74350528	689.21575538	E	6.5355543648	-0.296379412	W	W	W	15	2487	3
1.08333333	12FEB2017	12FEB2017:15:00:00	0.335502774	94.9630665	4	0.703885968	1030.2463846	E	6.937553261	-0.351138913	W	W	W	15	2487	3
1.08333333	12FEB2017	12FEB2017:18:00:00	0.259887918	93.2290929	1	1.06213062	590.74535769	E	6.3813850577	0.0602769096	W	W	W	18	2490	3
1.08333333	12FEB2017	12FEB2017:18:00:00	0.259887918	93.2290929	4	0.880243911	781.24783077	E	6.6608924244	-0.127556238	W	W	W	18	2490	3
1.16666667	09NOV2016	09NOV2016:02:00:00	2.47332828	226.096584	1	0.75468219	2098.7296385	S	7.6490875066	-0.281458559	W	T	T	2	194	2
1.16666667	09NOV2016	09NOV2016:02:00:00	2.47332828	226.096584	4	0.310580748	2355.5671769	S	7.7645368169	-1.169311353	W	T	T	2	194	2
1.16666667	10NOV2016	10NOV2016:02:00:00	0.361308674	110.484711	1	0.56120016	1950.8334769	E	7.5760119843	-0.577677646	W	T	T	2	218	2
1.16666667	10NOV2016	10NOV2016:02:00:00	0.361308674	110.484711	4	0.650765841	1872.1489538	E	7.5348422232	-0.429605393	W	T	T	2	218	2
1.16666667	10NOV2016	10NOV2016:05:00:00	0.733976181	104.285651	1	2.08439408	9660975.3846	E	16.083605173	0.7344782039	W	T	T	5	221	2
1.16666667	10NOV2016	10NOV2016:05:00:00	0.733976181	104.285651	4	0.627475169	1308.7304308	E	7.1768128095	-0.46605118	W	T	T	5	221	2
1.16666667	10NOV2016	10NOV2016:06:00:00	0.22097743	66.1163216	1	0.86651717	1204.8682923	E	7.094125539	-0.143273355	W	T	T	6	222	2
1.16666667	10NOV2016	10NOV2016:06:00:00	0.22097743	66.1163216	4	0.749259419	1096.6574769	E	7.0000221754	-0.288670002	W	T	T	6	222	2
1.16666667	12NOV2016	12NOV2016:17:00:00	0.315082686	164.349392	1	1.1500832	888.42169231	S	6.789446509	0.1398342876	W	T	T	17	281	2
1.16666667	12NOV2016	12NOV2016:17:00:00	0.315082686	164.349392	4	1.32682987	938.09513077	S	6.8438513626	0.2827925407	W	T	T	17	281	2
1.16666667	28NOV2016	28NOV2016:20:00:00	0.713244395	253.503154	1	1.49208288	669.25812462	W	6.5061698222	0.4001730498	W	T	T	20	668	2
1.16666667	28NOV2016	28NOV2016:20:00:00	0.713244395	253.503154	4	1.31747716	981.38343077	W	6.8889632403	0.2757186654	W	T	T	20	668	2
1.16666667	16DEC2016	16DEC2016:18:00:00	0.525326341	144.87399	1	0.99461558	658.56457154	E	6.4900625749	-0.005398968	W	T	W	18	1098	2
1.16666667	16DEC2016	16DEC2016:18:00:00	0.525326341	144.87399	4	1.13313511	900.33896154	E	6.8027713164	0.1249882247	W	T	W	18	1098	2
1.16666667	30DEC2016	30DEC2016:03:00:00	1.09453331	188.966399	1	0.75529904	807.86349231	S	6.6943930991	-0.280641529	W	T	W	3	1419	3
1.16666667	30DEC2016	30DEC2016:03:00:00	1.09453331	188.966399	4	0.755299049	969.43619231	S	6.8767146575	-0.280641517	W	T	W	3	1419	3
1.16666667	05JAN2017	05JAN2017:05:00:00	1.85120818	351.33994	1	1.13353572	927.14719231	N	6.8321123365	0.1253417035	W	W	W	5	1565	3
1.16666667	05JAN2017	05JAN2017:05:00:00	1.85120818	351.33994	4	1.05273806	965.14503077	N	6.872278381	0.0513944463	W	W	W	5	1565	3
1.16666667	10JAN2017	10JAN2017:11:00:00	4.61639403	151.721239	1	0.70891355	1232.1559846	E	7.116520747	-0.344021692	W	W	W	11	1691	3
1.16666667	10JAN2017	10JAN2017:11:00:00	4.61639403	151.721239	4	0.716288468	2489.9485077	E	7.8200173096	-0.333672305	W	W	W	11	1691	3
1.16666667	17JAN2017	17JAN2017:11:00:00	0.912358065	141.622388	1	0.97169714	750.62119308	E	6.6209011212	-0.028711107	W	W	W	11	1859	3
1.16666667	17JAN2017	17JAN2017:11:00:00	0.912358065	141.622388	4	1.09389619	981.31132308	E	6.888889762	0.0897458092	W	W	W	11	1859	3
1.16666667	26JAN2017	26JAN2017:21:00:00	1.97588304	124.107088	1	0.96170599	742.90317538	E	6.6105657205	-0.039046499	W	W	W	21	2085	3
1.16666667	26JAN2017	26JAN2017:21:00:00	1.97588304	124.107088	4	0.755463162	863.38416923	E	6.7608597476	-0.280424258	W	W	W	21	2085	3
1.16666667	31JAN2017	31JAN2017:06:00:00	0.443772375	112.186201	1	1.73606611	8046.5071538	E	8.9929933823	0.5516216973	W	W	W	6	2190	3
1.16666667	31JAN2017	31JAN2017:06:00:00	0.443772375	112.186201	4	0.588496986	3068.5832462	E	8.0289712507	-0.530183474	W	W	W	6	2190	3
1.16666667	01FEB2017	01FEB2017:06:00:00	2.54708958	123.43916	1	0.92275458	1166.4226077	E	7.0616967435	-0.080391974	W	W	W	6	2214	3
1.16666667	01FEB2017	01FEB2017:06:00:00	2.54708958	123.43916	4	0.548375158	1307.1438308	E	7.1755997541	-0.600795631	W	W	W	6	2214	3
1.16666667	01FEB2017	01FEB2017:19:00:00	3.84742533	147.07938	1	0.79065435	1374.2289077	E	7.2256480584	-0.234894385	W	W	W	19	2227	3
1.16666667	01FEB2017	01FEB2017:19:00:00	3.84742533	147.07938	4	0.512214783	2034.9158846	E	7.6182097627	-0.669011244	W	W	W	19	2227	3
1.16666667	05FEB2017	05FEB2017:01:00:00	1.66541647	114.244316	1	0.92036254	556.40817154	E	6.3215021464	-0.082987621	W	W	W	1	2305	3
1.16666667	05FEB2017	05FEB2017:01:00:00	1.66541647	114.244316	4	0.82830696	670.91536077	E	6.5086429901	-0.188371469	W	W	W	1	2305	3
1.16666667	05FEB2017	05FEB2017:21:00:00	1.44278336	110.933122	1	0.91414822	706.16553231	E	6.559849675	-0.089762554	W	W	W	21	2325	3
1.16666667	05FEB2017	05FEB2017:21:00:00	1.44278336	110.933122	4	0.844238307	1067.1728462	E	6.9727682308	-0.16932047	W	W	W	21	2325	3
1.16666667	06FEB2017	06FEB2017:02:00:00	0.275701072	103.085084	1	0.7546836	1165.9630923	E	7.0613027132	-0.28145669	W	W	W	2	2330	3
1.16666667	06FEB2017	06FEB2017:02:00:00	0.275701072	103.085084	4	0.582823211	1430.1170077	E	7.2655115435	-0.539871379	W	W	W	2	2330	3
1.16666667	06FEB2017	06FEB2017:03:00:00	0.095507503	79.2851963	1	0.65357852	908.78295385	E	6.812106291	-0.4252926	W	W	W	3	2331	3
1.16666667	06FEB2017	06FEB2017:03:00:00	0.095507503	79.2851963	4	0.557951253	1034.4211538	E	6.9415972776	-0.583483681	W	W	W	3	2331	3
1.16666667	06FEB2017	06FEB2017:08:00:00	0.195881043	111.335146	1	0.73619315	3412.1877615	E	8.1351089369	-0.306262763	W	W	W	8	2336	3
1.16666667	06FEB2017	06FEB2017:08:00:00	0.195881043	111.335146	4	0.490795439	2729.7502077	E	7.911965385	-0.711727859	W	W	W	8	2336	3
1.16666667	13FEB2017	13FEB2017:13:00:00	0.312270852	119.224257	1	1.14365493	935.42394615	E	6.8409998449	0.1342292128	W	W	W	13	2509	3
1.16666667	13FEB2017	13FEB2017:13:00:00	0.312270852	119.224257	4	0.746641293	902.76884615	E	6.8054665363	-0.292170406	W	W	W	13	2509	3
1.16666667	20APR2017	20APR2017:03:00:00	1.16438629	261.116646	1			W			T	T	T	3	4083	2
1.16666667	20APR2017	20APR2017:03:00:00	1.16438629	261.116646	4			W			T	T	T	3	4083	2
1.25	10NOV2016	10NOV2016:00:00:00	0.122186869	46.1565892	1	0.99514316	658.91389615	N	6.4905928676	-0.004868673	W	T	T	0	216	2
1.25	10NOV2016	10NOV2016:00:00:00	0.122186869	46.1565892	4	0.772215248	1110.7697077	N	7.0128084843	-0.258491949	W	T	T	0	216	2
1.25	13NOV2016	13NOV2016:22:00:00	1.40418652	156.226091	1	0.84743453	654.63022231	S	6.4840705301	-0.165541693	W	T	T	22	310	2
1.25	13NOV2016	13NOV2016:22:00:00	1.40418652	156.226091	4	1.06452424	822.32870769	S	6.7121402028	0.0625279763	W	T	T	22	310	2
1.25	29NOV2016	29NOV2016:05:00:00	1.48268725	268.158069	1	1.18692254	485.40680462	W	6.1849873118	0.1713638565	W	T	T	5	677	2
1.25	29NOV2016	29NOV2016:05:00:00	1.48268725	268.158069	4	0.737622374	769.23270769	W	6.6453935345	-0.304323274	W	T	T	5	677	2
1.25	13DEC2016	13DEC2016:01:00:00	1.73317591	171.525698	1	0.89307189	1379.7687769	S	7.2296712112	-0.113088197	W	T	W	1	1009	2
1.25	13DEC2016	13DEC2016:01:00:00	1.73317591	171.525698	4	0.644037982	2066.5779	S	7.6336493298	-0.439997576	W	T	W	1	1009	2
1.25	16DEC2016	16DEC2016:19:00:00	0.232102301	187.655963	1	1.06547251	673.41373154	S	6.5123598979	0.0634183721	W	T	W	19	1099	2
1.25	16DEC2016	16DEC2016:19:00:00	0.232102301	187.655963	4	1.08978358	678.49884077	S	6.5198827708	0.0859791261	W	T	W	19	1099	2
1.25	16DEC2016	16DEC2016:22:00:00	0.92759706	269.904827	1	1.34560315	813.48876154	W	6.7013321116	0.2968423512	W	T	W	22	1102	2
1.25	16DEC2016	16DEC2016:22:00:00	0.92759706	269.904827	4	1.23276014	1239.1222	W	7.1221585047	0.2092556716	W	T	W	22	1102	2
1.25	30DEC2016	30DEC2016:04:00:00	1.07195295	186.695576	1	0.94193603	595.33460615	S	6.3891236108	-0.059817915	W	T	W	4	1420	3
1.25	30DEC2016	30DEC2016:04:00:00	1.07195295	186.695576	4	0.703668293	793.32275385	S	6.6762301424	-0.351448209	W	T	W	4	1420	3
1.25	02JAN2017	02JAN2017:18:00:00	1.52921621	236.097483	1	1.21821838	1058.6869615	S	6.9647847037	0.1973894471	W	W	W	18	1506	3
1.25	02JAN2017	02JAN2017:18:00:00	1.52921621	236.097483	4	1.19972361	1450.5936231	S	7.2797281469	0.1820912053	W	W	W	18	1506	3
1.25	02JAN2017	02JAN2017:20:00:00	1.47756004	240.305526	1	1.22983404	1068.7815	S	6.9742744935	0.2068792335	W	W	W	20	1508	3
1.25	02JAN2017	02JAN2017:20:00:00	1.47756004	240.305526	4	1.06702506	1854.5862231	S	7.5254168898	0.0648744585	W	W	W	20	1508	3
1.25	05JAN2017	05JAN2017:04:00:00	2.06475587	350.652513	1	0.97446813	752.76173538	N	6.6237487573	-0.025863465	W	W	W	4	1564	3
1.25	05JAN2017	05JAN2017:04:00:00	2.06475587	350.652513	4	0.745226412	714.63228923	N	6.5717681296	-0.294067198	W	W	W	4	1564	3
1.25	26JAN2017	26JAN2017:20:00:00	2.12295703	123.720749	1	0.89855741	694.12186846	E	6.5426475481	-0.106964679	W	W	W	20	2084	3
1.25	26JAN2017	26JAN2017:20:00:00	2.12295703	123.720749	4	0.771664114	692.24368769	E	6.5399380435	-0.259205909	W	W	W	20	2084	3
1.25	01FEB2017	01FEB2017:05:00:00	2.15990677	128.028355	1	0.94493259	1877.0039538	E	7.5374321431	-0.056641687	W	W	W	5	2213	3
1.25	01FEB2017	01FEB2017:05:00:00	2.15990677	128.028355	4	0.544494212	1465.3630077	E	7.2898582776	-0.607897967	W	W	W	5	2213	3
1.25	01FEB2017	01FEB2017:14:00:00	3.93209489	137.586787	1	0.80249903	1859.7547154	E	7.5281998846	-0.220024633	W	W	W	14	2222	3
1.25	01FEB2017	01FEB2017:14:00:00	3.93209489	137.586787	4	0.499050165	2449.1136077	E	7.8034814453	-0.695048657	W	W	W	14	2222	3
1.25	01FEB2017	01FEB2017:20:00:00	3.88959332	142.230432	1	0.68889178	1064.3167385	E	6.9700883121	-0.372671089	W	W	W	20	2228	3
1.25	01FEB2017	01FEB2017:20:00:00	3.88959332	142.230432	4	0.530253059	1638.4495231	E	7.4015056609	-0.634400917	W	W	W	20	2228	3
1.25	12FEB2017	12FEB2017:20:00:00	0.645406172	104.065242	1	1.07552448	467.33974923	E	6.1470565076	0.072808431	W	W	W	20	2492	3
