Temp	date	dt	vW	dW	method	ef	aer	wd	lg_aer	lg_ef	season1	season2	season3	h	t	season4
8.5	17MAR2017	17MAR2017:04:00:00	1.60846327	230.523023	1	1.44091757	572.44463846	S	6.3499160294	0.3652801121	T	W	T	4	3268	2
8.5	17MAR2017	17MAR2017:04:00:00	1.60846327	230.523023	4	1.15341858	916.45531538	S	6.8205133104	0.142730211	T	W	T	4	3268	2
8.5	17MAR2017	17MAR2017:05:00:00	1.85620536	243.486801	1	0.97840453	1360.4445846	W	7.2155668258	-0.021832065	T	W	T	5	3269	2
8.5	17MAR2017	17MAR2017:05:00:00	1.85620536	243.486801	4	1.20499822	1827.8365923	W	7.5108883565	0.1864780898	T	W	T	5	3269	2
8.5	17MAR2017	17MAR2017:08:00:00	3.99055873	302.350819	1	2.41419644	3051.7033769	W	8.0234551979	0.8813664947	T	W	T	8	3272	2
8.5	17MAR2017	17MAR2017:08:00:00	3.99055873	302.350819	4	1.40560977	3908.9234231	W	8.2710172757	0.3404712086	T	W	T	8	3272	2
8.5	21MAR2017	21MAR2017:16:00:00	3.49631191	295.07957	1	1.74826585	3472.7365	W	8.1526981789	0.5586243538	T	W	T	16	3376	2
8.5	21MAR2017	21MAR2017:16:00:00	3.49631191	295.07957	4	1.18982273	5224.4708462	W	8.5611087982	0.1738043296	T	W	T	16	3376	2
8.5	25MAR2017	25MAR2017:10:00:00	4.14833248	320.125632	1	2.45071933	6815.3155923	W	8.8269276515	0.8963815855	T	W	T	10	3466	2
8.5	25MAR2017	25MAR2017:10:00:00	4.14833248	320.125632	4	1.08450437	5026.5782769	W	8.5224947686	0.0811230808	T	W	T	10	3466	2
8.5	29MAR2017	29MAR2017:03:00:00	1.02259371	223.293773	1	1.44224947	426.68259615	S	6.0560404023	0.3662040267	T	W	T	3	3555	2
8.5	29MAR2017	29MAR2017:03:00:00	1.02259371	223.293773	4	1.25061182	393.72256385	S	5.9756465086	0.2236328876	T	W	T	3	3555	2
8.5	05APR2017	05APR2017:04:00:00	0.440709384	171.333472	1			S			T	T	T	4	3724	2
8.5	05APR2017	05APR2017:04:00:00	0.440709384	171.333472	4			S			T	T	T	4	3724	2
8.5	05APR2017	05APR2017:20:00:00	3.51660315	300.839798	1			W			T	T	T	20	3740	2
8.5	05APR2017	05APR2017:20:00:00	3.51660315	300.839798	4			W			T	T	T	20	3740	2
8.5	05APR2017	05APR2017:23:00:00	5.2153345	312.781124	1			W			T	T	T	23	3743	2
8.5	05APR2017	05APR2017:23:00:00	5.2153345	312.781124	4			W			T	T	T	23	3743	2
8.5	07APR2017	07APR2017:00:00:00	3.8497544	296.761235	1			W			T	T	T	0	3768	2
8.5	07APR2017	07APR2017:00:00:00	3.8497544	296.761235	4			W			T	T	T	0	3768	2
8.5	09APR2017	09APR2017:02:00:00	0.188594415	226.902258	1			S			T	T	T	2	3818	2
8.5	09APR2017	09APR2017:02:00:00	0.188594415	226.902258	4			S			T	T	T	2	3818	2
8.5	09APR2017	09APR2017:06:00:00	1.06704967	202.068116	1			S			T	T	T	6	3822	2
8.5	09APR2017	09APR2017:06:00:00	1.06704967	202.068116	4			S			T	T	T	6	3822	2
8.5	11APR2017	11APR2017:09:00:00	5.32666158	309.98505	1			W			T	T	T	9	3873	2
8.5	11APR2017	11APR2017:09:00:00	5.32666158	309.98505	4			W			T	T	T	9	3873	2
8.5	15APR2017	15APR2017:18:00:00	4.9544443	293.545614	1			W			T	T	T	18	3978	2
8.5	15APR2017	15APR2017:18:00:00	4.9544443	293.545614	4			W			T	T	T	18	3978	2
8.5	16APR2017	16APR2017:19:00:00	0.209907406	348.914924	1			N			T	T	T	19	4003	2
8.5	16APR2017	16APR2017:19:00:00	0.209907406	348.914924	4			N			T	T	T	19	4003	2
8.5	21APR2017	21APR2017:05:00:00	2.1022727	248.836532	1			W			T	T	T	5	4109	2
8.5	21APR2017	21APR2017:05:00:00	2.1022727	248.836532	4			W			T	T	T	5	4109	2
8.5	21APR2017	21APR2017:07:00:00	2.73679987	264.589931	1			W			T	T	T	7	4111	2
8.5	21APR2017	21APR2017:07:00:00	2.73679987	264.589931	4			W			T	T	T	7	4111	2
8.5	26APR2017	26APR2017:16:00:00	1.98732309	282.383923	1			W			T	T	T	16	4240	2
8.5	26APR2017	26APR2017:16:00:00	1.98732309	282.383923	4	1.49896679	4387.9411923	W	8.3866154194	0.4047760641	T	T	T	16	4240	2
8.5	29APR2017	29APR2017:09:00:00	2.63700777	284.226989	1	2.31822593	3223.4293692	W	8.0782010933	0.8408022078	T	T	T	9	4305	2
8.5	29APR2017	29APR2017:09:00:00	2.63700777	284.226989	4	1.33743804	2789.5061846	W	7.9336198644	0.2907558735	T	T	T	9	4305	2
8.5	30APR2017	30APR2017:08:00:00	3.39595011	120.636779	1	1.65866334	1356.6622	E	7.2127826974	0.5060120611	T	T	T	8	4328	2
8.5	30APR2017	30APR2017:08:00:00	3.39595011	120.636779	4	1.74680433	1601.4615462	E	7.3786719576	0.5577880214	T	T	T	8	4328	2
8.5	02MAY2017	02MAY2017:01:00:00	0.317651377	98.0397136	1	0.62553075	2174.4582462	E	7.6845348303	-0.46915479	T	T	T	1	4369	2
8.5	02MAY2017	02MAY2017:01:00:00	0.317651377	98.0397136	4	0.789748243	2353.1211462	E	7.7634978732	-0.236041064	T	T	T	1	4369	2
8.5	03MAY2017	03MAY2017:23:00:00	0.192302139	19.7121525	1	0.91016641	1807.9448	N	7.4999460095	-0.094127828	T	T	T	23	4415	2
8.5	03MAY2017	03MAY2017:23:00:00	0.192302139	19.7121525	4	0.514688703	2683.7267923	N	7.8949617017	-0.664193021	T	T	T	23	4415	2
8.5	09MAY2017	09MAY2017:03:00:00	1.6822914	329.128959	1	1.6615941	577.60021923	W	6.3588819671	0.5077774428	T	T	T	3	4539	2
8.5	09MAY2017	09MAY2017:03:00:00	1.6822914	329.128959	4	1.25763109	624.53622385	W	6.4370093324	0.2292298641	T	T	T	3	4539	2
8.5	02JUN2017	02JUN2017:00:00:00	0.423559758	242.172858	1	1.71621899	568.17983	W	6.3424379707	0.5401236095	S	S	S	0	5112	1
8.5	02JUN2017	02JUN2017:00:00:00	0.423559758	242.172858	4	1.81420547	628.03388846	W	6.4425941275	0.5956476143	S	S	S	0	5112	1
8.5	02JUN2017	02JUN2017:03:00:00	0.702759774	276.00538	1	2.53552195	665.20254769	W	6.5000915773	0.9303995133	S	S	S	3	5115	1
8.5	02JUN2017	02JUN2017:03:00:00	0.702759774	276.00538	4	1.64542607	569.60655769	W	6.3449458728	0.4979993598	S	S	S	3	5115	1
8.58333333	01NOV2016	01NOV2016:18:00:00	2.06357468	282.792735	1	2.46558768	1269.7525231	W	7.1465772967	0.9024301888	W	T	T	18	18	2
8.58333333	01NOV2016	01NOV2016:18:00:00	2.06357468	282.792735	4	1.73765227	1959.0467538	W	7.5802132838	0.552534932	W	T	T	18	18	2
8.58333333	02NOV2016	02NOV2016:10:00:00	2.80016698	318.455514	1	0.431644	1200.3782154	W	7.0903919656	-0.840154105	W	T	T	10	34	2
8.58333333	02NOV2016	02NOV2016:10:00:00	2.80016698	318.455514	4	0.262049315	1987.4856154	W	7.594625609	-1.339222568	W	T	T	10	34	2
8.58333333	06NOV2016	06NOV2016:16:00:00	0.267223382	343.578841	1	1.20357722	1521.4009077	N	7.3273868392	0.185298139	W	T	T	16	136	2
8.58333333	06NOV2016	06NOV2016:16:00:00	0.267223382	343.578841	4	0.703011726	2094.6824154	N	7.6471572292	-0.352381707	W	T	T	16	136	2
8.58333333	09DEC2016	09DEC2016:00:00:00	2.34072365	270.167151	1	1.69837339	1124.5435538	W	7.0251325024	0.5296709636	W	T	W	0	912	2
8.58333333	09DEC2016	09DEC2016:00:00:00	2.34072365	270.167151	4	1.33716944	2104.8648769	W	7.6520065526	0.2905550216	W	T	W	0	912	2
8.58333333	14DEC2016	14DEC2016:13:00:00	1.17892485	331.603704	1	1.38997464	666.45568538	W	6.5019736489	0.3292855024	W	T	W	13	1045	2
8.58333333	14DEC2016	14DEC2016:13:00:00	1.17892485	331.603704	4	1.44304384	617.38854	W	6.4254985502	0.3667546605	W	T	W	13	1045	2
8.58333333	18DEC2016	18DEC2016:14:00:00	2.08731614	338.129202	1	1.66446105	1285.7707154	N	7.159113596	0.5095013773	W	T	W	14	1142	2
8.58333333	18DEC2016	18DEC2016:14:00:00	2.08731614	338.129202	4	1.89039081	2048.2101923	N	7.6247216139	0.6367835855	W	T	W	14	1142	2
8.58333333	18DEC2016	18DEC2016:18:00:00	0.791164977	339.394844	1	1.55019076	673.59299769	N	6.5126260675	0.4383779943	W	T	W	18	1146	2
8.58333333	18DEC2016	18DEC2016:18:00:00	0.791164977	339.394844	4	1.19632479	1018.4428769	N	6.9260301486	0.1792541822	W	T	W	18	1146	2
8.58333333	27DEC2016	27DEC2016:18:00:00	5.43041878	327.150057	1	1.78008566	1455.9765462	W	7.2834321202	0.5766614867	W	T	W	18	1362	2
8.58333333	27DEC2016	27DEC2016:18:00:00	5.43041878	327.150057	4	0.99404187	2073.2818	W	7.6368880415	-0.00597595	W	T	W	18	1362	2
8.58333333	27DEC2016	27DEC2016:20:00:00	4.40209634	329.142013	1	0.92445654	918.16527692	W	6.8223774146	-0.078549238	W	T	W	20	1364	2
8.58333333	27DEC2016	27DEC2016:20:00:00	4.40209634	329.142013	4	0.71545487	1570.7689077	W	7.3593205286	-0.334836757	W	T	W	20	1364	2
8.58333333	28DEC2016	28DEC2016:15:00:00	2.29261998	323.858183	1	1.31794093	916.2803	W	6.8203223222	0.2760706172	W	T	W	15	1383	2
8.58333333	28DEC2016	28DEC2016:15:00:00	2.29261998	323.858183	4	0.921879837	1398.3802308	W	7.2430698678	-0.081340393	W	T	W	15	1383	2
8.58333333	20FEB2017	20FEB2017:14:00:00	3.8973597	233.063004	1	1.53087234	5321.5896538	S	8.5795273448	0.4258377298	W	W	W	14	2678	3
8.58333333	20FEB2017	20FEB2017:14:00:00	3.8973597	233.063004	4	0.522319967	4357.6292462	S	8.3796834376	-0.649474915	W	W	W	14	2678	3
8.58333333	26FEB2017	26FEB2017:21:00:00	2.15261257	199.104748	1	0.7934158	2206.4456769	S	7.6991382088	-0.231407857	W	W	W	21	2829	3
8.58333333	26FEB2017	26FEB2017:21:00:00	2.15261257	199.104748	4	0.434386094	3294.5558769	S	8.1000266509	-0.833821523	W	W	W	21	2829	3
8.58333333	03MAR2017	03MAR2017:16:00:00	1.60507549	146.825088	1	1.51268669	2337.0546769	E	7.7566467305	0.4138873347	T	W	T	16	2944	3
8.58333333	03MAR2017	03MAR2017:16:00:00	1.60507549	146.825088	4	1.25142719	2007.7789308	E	7.6047843805	0.224284652	T	W	T	16	2944	3
8.58333333	03MAR2017	03MAR2017:18:00:00	1.44992921	127.233248	1	1.34018854	582.34227692	E	6.3670583795	0.2928103056	T	W	T	18	2946	3
8.58333333	03MAR2017	03MAR2017:18:00:00	1.44992921	127.233248	4	1.49604484	832.08367692	E	6.723933009	0.4028248524	T	W	T	18	2946	3
8.58333333	05MAR2017	05MAR2017:05:00:00	0.801935213	162.781025	1	1.78752584	2761.6727615	S	7.9235918481	0.5808324514	T	W	T	5	2981	3
8.58333333	05MAR2017	05MAR2017:05:00:00	0.801935213	162.781025	4	1.29629548	1461.4566462	S	7.2871889202	0.2595105658	T	W	T	5	2981	3
8.58333333	05MAR2017	05MAR2017:17:00:00	1.39266213	132.071108	1	1.42512906	707.71526692	E	6.5620418474	0.354262378	T	W	T	17	2993	3
8.58333333	05MAR2017	05MAR2017:17:00:00	1.39266213	132.071108	4	1.48286651	1359.4846615	E	7.2148609816	0.3939770456	T	W	T	17	2993	3
8.58333333	05MAR2017	05MAR2017:19:00:00	0.877312517	103.150889	1	1.73354431	512.86077769	E	6.2400044198	0.5501680468	T	W	T	19	2995	3
8.58333333	05MAR2017	05MAR2017:19:00:00	0.877312517	103.150889	4	1.28930842	785.14505385	E	6.6658684827	0.2541059661	T	W	T	19	2995	3
8.58333333	10MAR2017	10MAR2017:17:00:00	1.57631189	313.766841	1	0.89257611	1128.2750231	W	7.0284452171	-0.113643492	T	W	T	17	3113	2
8.58333333	10MAR2017	10MAR2017:17:00:00	1.57631189	313.766841	4	0.494680739	1375.6799077	W	7.2267033662	-0.703842696	T	W	T	17	3113	2
8.58333333	17MAR2017	17MAR2017:11:00:00	3.82270437	289.910161	1	0.72517833	1260.4256538	W	7.1392047634	-0.321337682	T	W	T	11	3275	2
8.58333333	17MAR2017	17MAR2017:11:00:00	3.82270437	289.910161	4	0.793776288	2452.7201923	W	7.8049529702	-0.230953611	T	W	T	11	3275	2
8.58333333	18MAR2017	18MAR2017:14:00:00	6.51962172	313.777562	1	1.03559263	2399.9384231	W	7.783198359	0.0349738522	T	W	T	14	3302	2
8.58333333	18MAR2017	18MAR2017:14:00:00	6.51962172	313.777562	4	0.734166532	5104.1918	W	8.5378174027	-0.309019393	T	W	T	14	3302	2
8.58333333	20MAR2017	20MAR2017:00:00:00	2.90866647	266.247021	1	1.3379326	2657.6549462	W	7.8851994137	0.2911255867	T	W	T	0	3336	2
8.58333333	20MAR2017	20MAR2017:00:00:00	2.90866647	266.247021	4	0.525357156	2191.4840077	W	7.6923342224	-0.643676951	T	W	T	0	3336	2
8.58333333	21MAR2017	21MAR2017:03:00:00	1.51869907	236.041616	1	0.69157176	1202.0143769	S	7.0917540759	-0.368788359	T	W	T	3	3363	2
8.58333333	21MAR2017	21MAR2017:03:00:00	1.51869907	236.041616	4	0.609756351	1695.6988538	S	7.435850238	-0.494695826	T	W	T	3	3363	2
8.58333333	25MAR2017	25MAR2017:21:00:00	1.23702477	314.962619	1	1.46895709	523.72933615	W	6.2609750168	0.3845526864	T	W	T	21	3477	2
8.58333333	25MAR2017	25MAR2017:21:00:00	1.23702477	314.962619	4	1.74213326	756.99636385	W	6.6293584501	0.5551103738	T	W	T	21	3477	2
8.58333333	26MAR2017	26MAR2017:08:00:00	0.2112362	241.467187	1	1.2750076	492.46193769	S	6.1994171738	0.2429521394	T	W	T	8	3488	2
8.58333333	26MAR2017	26MAR2017:08:00:00	0.2112362	241.467187	4	0.990215551	869.60050769	S	6.7680339196	-0.009832631	T	W	T	8	3488	2
8.58333333	29MAR2017	29MAR2017:01:00:00	1.10187304	255.999829	1	2.3340386	854.05696154	W	6.7499978913	0.8476000719	T	W	T	1	3553	2
8.58333333	29MAR2017	29MAR2017:01:00:00	1.10187304	255.999829	4	1.56543996	721.55840385	W	6.5814133227	0.4481669091	T	W	T	1	3553	2
8.58333333	29MAR2017	29MAR2017:04:00:00	0.445694665	195.396173	1	1.17841099	372.39728615	S	5.9199612579	0.1641669123	T	W	T	4	3556	2
8.58333333	29MAR2017	29MAR2017:04:00:00	0.445694665	195.396173	4	1.376467	470.64085769	S	6.154095293	0.3195200715	T	W	T	4	3556	2
8.58333333	03APR2017	03APR2017:21:00:00	0.435234908	356.498784	1	1.86903883	590.64705846	N	6.3812186452	0.6254243041	T	T	T	21	3693	2
8.58333333	03APR2017	03APR2017:21:00:00	0.435234908	356.498784	4	1.54738343	701.60676538	N	6.5533730838	0.4365653948	T	T	T	21	3693	2
8.58333333	04APR2017	04APR2017:22:00:00	0.329742315	334.578632	1			N			T	T	T	22	3718	2
8.58333333	04APR2017	04APR2017:22:00:00	0.329742315	334.578632	4			N			T	T	T	22	3718	2
8.58333333	05APR2017	05APR2017:21:00:00	3.93781743	304.207231	1			W			T	T	T	21	3741	2
8.58333333	05APR2017	05APR2017:21:00:00	3.93781743	304.207231	4			W			T	T	T	21	3741	2
8.58333333	08APR2017	08APR2017:05:00:00	3.84568012	315.943133	1			W			T	T	T	5	3797	2
8.58333333	08APR2017	08APR2017:05:00:00	3.84568012	315.943133	4			W			T	T	T	5	3797	2
8.58333333	08APR2017	08APR2017:07:00:00	3.04829571	309.893255	1			W			T	T	T	7	3799	2
8.58333333	08APR2017	08APR2017:07:00:00	3.04829571	309.893255	4			W			T	T	T	7	3799	2
8.58333333	10APR2017	10APR2017:21:00:00	3.49595851	281.785336	1			W			T	T	T	21	3861	2
8.58333333	10APR2017	10APR2017:21:00:00	3.49595851	281.785336	4			W			T	T	T	21	3861	2
8.58333333	12APR2017	12APR2017:09:00:00	2.50189385	247.814297	1			W			T	T	T	9	3897	2
8.58333333	12APR2017	12APR2017:09:00:00	2.50189385	247.814297	4			W			T	T	T	9	3897	2
8.58333333	13APR2017	13APR2017:09:00:00	3.57080311	298.246141	1			W			T	T	T	9	3921	2
8.58333333	13APR2017	13APR2017:09:00:00	3.57080311	298.246141	4			W			T	T	T	9	3921	2
8.58333333	24APR2017	24APR2017:18:00:00	3.02707087	274.591192	1			W			T	T	T	18	4194	2
8.58333333	24APR2017	24APR2017:18:00:00	3.02707087	274.591192	4			W			T	T	T	18	4194	2
8.58333333	25APR2017	25APR2017:14:00:00	1.07877551	291.064485	1			W			T	T	T	14	4214	2
8.58333333	25APR2017	25APR2017:14:00:00	1.07877551	291.064485	4			W			T	T	T	14	4214	2
8.58333333	02MAY2017	02MAY2017:06:00:00	0.231177883	93.0151382	1	1.47872111	5140.3025462	E	8.5448672178	0.3911775993	T	T	T	6	4374	2
8.58333333	02MAY2017	02MAY2017:06:00:00	0.231177883	93.0151382	4	0.795998943	2554.1876	E	7.8454894873	-0.228157421	T	T	T	6	4374	2
8.58333333	02MAY2017	02MAY2017:18:00:00	0.726823492	108.695108	1	1.03785461	4810.3609308	E	8.4785273979	0.0371557075	T	T	T	18	4386	2
8.58333333	02MAY2017	02MAY2017:18:00:00	0.726823492	108.695108	4	1.26785536	4598.9164923	E	8.4335760096	0.2373267801	T	T	T	18	4386	2
8.58333333	04MAY2017	04MAY2017:16:00:00	0.245122738	15.2537524	1	1.41815249	3943.8040308	N	8.2799010265	0.3493549611	T	T	T	16	4432	2
8.58333333	04MAY2017	04MAY2017:16:00:00	0.245122738	15.2537524	4	0.454081519	4209.2523846	N	8.3450403301	-0.78947854	T	T	T	16	4432	2
8.58333333	05MAY2017	05MAY2017:11:00:00	0.51627479	346.820451	1	0.81050947	2253.9822385	N	7.7204538146	-0.210092254	T	T	T	11	4451	2
8.58333333	05MAY2017	05MAY2017:11:00:00	0.51627479	346.820451	4	0.48837507	3395.3604769	N	8.1301652131	-0.716671582	T	T	T	11	4451	2
8.58333333	12MAY2017	12MAY2017:01:00:00	1.14495567	105.152165	1	0.84360664	977.50985385	E	6.8850083725	-0.170068959	T	T	T	1	4609	2
8.58333333	12MAY2017	12MAY2017:01:00:00	1.14495567	105.152165	4	1.22068838	925.81833077	E	6.8306780283	0.1994149455	T	T	T	1	4609	2
8.66666667	01NOV2016	01NOV2016:20:00:00	2.42002524	287.187226	1	1.36127574	1352.0117615	W	7.2093489559	0.3084223042	W	T	T	20	20	2
8.66666667	01NOV2016	01NOV2016:20:00:00	2.42002524	287.187226	4	1.36897158	2284.2207769	W	7.7337802285	0.3140597864	W	T	T	20	20	2
8.66666667	03NOV2016	03NOV2016:11:00:00	1.74124695	281.920383	1	0.34434114	1196.9922	W	7.0875671892	-1.066122427	W	T	T	11	59	2
8.66666667	03NOV2016	03NOV2016:11:00:00	1.74124695	281.920383	4	0.16063412	1340.1439385	W	7.2005323039	-1.828626047	W	T	T	11	59	2
8.66666667	06NOV2016	06NOV2016:12:00:00	0.533181299	175.766955	1	0.95987144	1906.6783231	S	7.5531179092	-0.04095592	W	T	T	12	132	2
8.66666667	06NOV2016	06NOV2016:12:00:00	0.533181299	175.766955	4	0.292007429	2214.6997923	S	7.7028721393	-1.230976035	W	T	T	12	132	2
8.66666667	17NOV2016	17NOV2016:14:00:00	2.53773117	175.929669	1	0.9525513	2207.4939615	S	7.699613197	-0.048611315	W	T	T	14	398	2
8.66666667	17NOV2016	17NOV2016:14:00:00	2.53773117	175.929669	4	0.506429468	2816.7049615	S	7.9433230274	-0.680370219	W	T	T	14	398	2
8.66666667	01DEC2016	01DEC2016:07:00:00	4.44555537	304.315908	1	0.78114712	1551.6622538	W	7.3470820571	-0.246991773	W	T	W	7	727	2
8.66666667	01DEC2016	01DEC2016:07:00:00	4.44555537	304.315908	4	0.494313206	3172.2872769	W	8.0622081451	-0.704585942	W	T	W	7	727	2
8.66666667	01DEC2016	01DEC2016:22:00:00	7.41524787	325.287536	1	1.82613567	4231.9856769	W	8.3504265891	0.6022020784	W	T	W	22	742	2
8.66666667	01DEC2016	01DEC2016:22:00:00	7.41524787	325.287536	4	0.941948329	4911.5746154	W	8.499349865	-0.059804858	W	T	W	22	742	2
8.66666667	02DEC2016	02DEC2016:10:00:00	3.7969927	327.219771	1	2.05794523	1244.1374846	W	7.1261977854	0.7217080238	W	T	W	10	754	2
8.66666667	02DEC2016	02DEC2016:10:00:00	3.7969927	327.219771	4	1.11403771	1787.3524462	W	7.4884907236	0.1079909919	W	T	W	10	754	2
8.66666667	11DEC2016	11DEC2016:19:00:00	2.67722968	301.635333	1	1.88195727	1308.4049	W	7.1765640407	0.6323123363	W	T	W	19	979	2
8.66666667	11DEC2016	11DEC2016:19:00:00	2.67722968	301.635333	4	1.09987244	1872.6641231	W	7.5351173607	0.0951942094	W	T	W	19	979	2
8.66666667	14DEC2016	14DEC2016:12:00:00	1.1761052	332.838132	1	1.39753072	670.07862231	N	6.5073950522	0.3347069079	W	T	W	12	1044	2
8.66666667	14DEC2016	14DEC2016:12:00:00	1.1761052	332.838132	4	1.24444783	640.87794846	N	6.4628390308	0.2186919215	W	T	W	12	1044	2
8.66666667	27DEC2016	27DEC2016:21:00:00	5.41161065	330.037658	1	1.31210914	1303.1797538	W	7.1725625214	0.271635873	W	T	W	21	1365	2
8.66666667	27DEC2016	27DEC2016:21:00:00	5.41161065	330.037658	4	1.03871708	1666.5086692	W	7.4184860998	0.0379863747	W	T	W	21	1365	2
8.66666667	16FEB2017	16FEB2017:10:00:00	2.22883211	196.718904	1	1.67927256	1556.6548538	S	7.3502944734	0.5183606996	W	W	W	10	2578	3
8.66666667	16FEB2017	16FEB2017:10:00:00	2.22883211	196.718904	4	1.12543318	2235.5483846	S	7.7122418392	0.1181680104	W	W	W	10	2578	3
8.66666667	22FEB2017	22FEB2017:13:00:00	4.30191467	277.524635	1	0.8112249	5639.9295308	W	8.6376268499	-0.209209951	W	W	W	13	2725	3
8.66666667	22FEB2017	22FEB2017:13:00:00	4.30191467	277.524635	4	0.46427959	4303.7866231	W	8.3672505242	-0.767268344	W	W	W	13	2725	3
8.66666667	27FEB2017	27FEB2017:21:00:00	4.25520081	151.333226	1	0.53748294	2491.1841385	E	7.820513434	-0.620858259	W	W	W	21	2853	3
8.66666667	27FEB2017	27FEB2017:21:00:00	4.25520081	151.333226	4	0.3731637	2830.2210308	E	7.9481100903	-0.985738082	W	W	W	21	2853	3
8.66666667	04MAR2017	04MAR2017:20:00:00	0.300728799	106.542341	1	1.9982731	3969.3482231	E	8.2863571847	0.6922833576	T	W	T	20	2972	3
8.66666667	04MAR2017	04MAR2017:20:00:00	0.300728799	106.542341	4	2.07233835	1987.2616923	E	7.5945129361	0.7286776074	T	W	T	20	2972	3
8.66666667	21MAR2017	21MAR2017:14:00:00	3.7075176	294.675099	1	0.84915629	2951.8211538	W	7.9901775991	-0.163512022	T	W	T	14	3374	2
8.66666667	21MAR2017	21MAR2017:14:00:00	3.7075176	294.675099	4	1.01090035	5622.5164846	W	8.6345346157	0.0108413694	T	W	T	14	3374	2
8.66666667	22MAR2017	22MAR2017:19:00:00	0.25127102	13.6539344	1	1.97101122	498.29761154	N	6.2111975121	0.6785467207	T	W	T	19	3403	2
8.66666667	22MAR2017	22MAR2017:19:00:00	0.25127102	13.6539344	4	1.71629134	534.28116615	N	6.2809222288	0.5401657652	T	W	T	19	3403	2
8.66666667	26MAR2017	26MAR2017:19:00:00	0.571588205	353.205249	1	0.98920972	723.93100231	N	6.5846960872	-0.010848917	T	W	T	19	3499	2
8.66666667	26MAR2017	26MAR2017:19:00:00	0.571588205	353.205249	4	0.927817457	1290.1046462	N	7.1624786151	-0.074920271	T	W	T	19	3499	2
8.66666667	05APR2017	05APR2017:03:00:00	0.432996346	207.443377	1			S			T	T	T	3	3723	2
8.66666667	05APR2017	05APR2017:03:00:00	0.432996346	207.443377	4			S			T	T	T	3	3723	2
8.66666667	05APR2017	05APR2017:07:00:00	1.0210793	234.894434	1			S			T	T	T	7	3727	2
8.66666667	05APR2017	05APR2017:07:00:00	1.0210793	234.894434	4			S			T	T	T	7	3727	2
8.66666667	06APR2017	06APR2017:07:00:00	3.15240175	321.508209	1			W			T	T	T	7	3751	2
8.66666667	06APR2017	06APR2017:07:00:00	3.15240175	321.508209	4			W			T	T	T	7	3751	2
8.66666667	06APR2017	06APR2017:23:00:00	3.58932549	295.362192	1			W			T	T	T	23	3767	2
8.66666667	06APR2017	06APR2017:23:00:00	3.58932549	295.362192	4			W			T	T	T	23	3767	2
8.66666667	10APR2017	10APR2017:22:00:00	3.70005041	287.777609	1			W			T	T	T	22	3862	2
8.66666667	10APR2017	10APR2017:22:00:00	3.70005041	287.777609	4			W			T	T	T	22	3862	2
8.66666667	14APR2017	14APR2017:22:00:00	1.39406815	244.303365	1			W			T	T	T	22	3958	2
8.66666667	14APR2017	14APR2017:22:00:00	1.39406815	244.303365	4			W			T	T	T	22	3958	2
8.66666667	16APR2017	16APR2017:14:00:00	1.2867153	339.578154	1			N			T	T	T	14	3998	2
8.66666667	16APR2017	16APR2017:14:00:00	1.2867153	339.578154	4			N			T	T	T	14	3998	2
8.66666667	20APR2017	20APR2017:10:00:00	0.651154124	266.507025	1			W			T	T	T	10	4090	2
8.66666667	20APR2017	20APR2017:10:00:00	0.651154124	266.507025	4			W			T	T	T	10	4090	2
8.66666667	20APR2017	20APR2017:21:00:00	1.76318207	274.246281	1			W			T	T	T	21	4101	2
8.66666667	20APR2017	20APR2017:21:00:00	1.76318207	274.246281	4			W			T	T	T	21	4101	2
8.66666667	24APR2017	24APR2017:21:00:00	1.1744791	283.218171	1			W			T	T	T	21	4197	2
8.66666667	24APR2017	24APR2017:21:00:00	1.1744791	283.218171	4			W			T	T	T	21	4197	2
8.66666667	26APR2017	26APR2017:19:00:00	1.04467378	314.114618	1			W			T	T	T	19	4243	2
8.66666667	26APR2017	26APR2017:19:00:00	1.04467378	314.114618	4	1.53170634	803.69642308	W	6.6892216146	0.4263823689	T	T	T	19	4243	2
8.7	22MAY2017	22MAY2017:03:00:00	0.119016429	168.214593	1	1.63272964	527.96875308	S	6.2690371022	0.49025324	T	T	T	3	4851	2
8.7	22MAY2017	22MAY2017:03:00:00	0.119016429	168.214593	4	2.05239185	915.65595385	S	6.8196406979	0.7190058691	T	T	T	3	4851	2
8.75	04NOV2016	04NOV2016:13:00:00	2.86911138	175.893095	1	0.53626053	1864.1387769	S	7.5305544436	-0.623135173	W	T	T	13	85	2
8.75	04NOV2016	04NOV2016:13:00:00	2.86911138	175.893095	4	0.281351678	3353.2437154	S	8.1176834296	-1.268149869	W	T	T	13	85	2
8.75	17NOV2016	17NOV2016:23:00:00	4.71799352	163.876396	1	0.68839793	2392.9959615	S	7.7803014003	-0.373388222	W	T	T	23	407	2
8.75	17NOV2016	17NOV2016:23:00:00	4.71799352	163.876396	4	0.509352732	2832.9638308	S	7.9490787326	-0.674614512	W	T	T	23	407	2
8.75	20NOV2016	20NOV2016:16:00:00	6.84961962	154.926662	1	1.04734334	4854.3403308	S	8.4876284973	0.0462568055	W	T	T	16	472	2
8.75	20NOV2016	20NOV2016:16:00:00	6.84961962	154.926662	4	0.558204673	4657.0094231	S	8.4461287664	-0.583029586	W	T	T	16	472	2
8.75	23NOV2016	23NOV2016:18:00:00	0.150654271	79.3562169	1	2.2535966	2848.6945923	E	7.9546161305	0.8125274289	W	T	T	18	546	2
